Event ID,Match ID,Alliance Color,Team 1,Team 2,Team 3,Overall Score,Overall Difference,Auto Score,Auto Difference,Hangar Score,Hangar Difference,Penalty Score,Penalty Difference,Result
2022mndu,2022mndu_qm70,blue,frc5125,frc2506,frc4674,29,7,6,-2,16,10,0,0,Win
2022mndu,2022mndu_qm70,red,frc6574,frc7311,frc2175,22,-7,8,2,6,-10,0,0,Loss
2022mndu,2022mndu_qm71,blue,frc7797,frc167,frc6146,56,15,20,10,20,8,0,0,Win
2022mndu,2022mndu_qm71,red,frc4741,frc2501,frc2264,41,-15,10,-10,12,-8,0,0,Loss
2022mndu,2022mndu_qm72,blue,frc5847,frc4511,frc4181,45,15,8,-2,25,19,0,-4,Win
2022mndu,2022mndu_qm72,red,frc3294,frc5690,frc4238,30,-15,10,2,6,-19,4,4,Loss
2022mndu,2022mndu_qm73,blue,frc4728,frc4607,frc5253,62,10,22,-2,25,9,0,0,Win
2022mndu,2022mndu_qm73,red,frc4009,frc2526,frc7048,52,-10,24,2,16,-9,0,0,Loss
2022mndu,2022mndu_qm74,blue,frc5464,frc3291,frc7068,58,29,14,10,16,-5,8,8,Win
2022mndu,2022mndu_qm74,red,frc6217,frc2239,frc6318,29,-29,4,-10,21,5,0,-8,Loss
2022mndu,2022mndu_qm75,blue,frc6160,frc3276,frc5143,46,-1,14,4,21,-4,0,0,Loss
2022mndu,2022mndu_qm75,red,frc3058,frc4656,frc2503,47,1,10,-4,25,4,0,0,Win
2022mndu,2022mndu_qm76,blue,frc3740,frc1675,frc7893,36,-18,14,4,16,0,0,-12,Loss
2022mndu,2022mndu_qm76,red,frc8836,frc2861,frc3102,54,18,10,-4,16,0,12,12,Win
2022mndu,2022mndu_qm77,blue,frc3134,frc5348,frc3275,52,-17,16,-2,25,9,4,4,Loss
2022mndu,2022mndu_qm77,red,frc1732,frc93,frc2052,69,17,18,2,16,-9,0,-4,Win
2022mndu,2022mndu_qm78,blue,frc3197,frc7311,frc2264,54,-5,10,-2,15,-12,0,0,Loss
2022mndu,2022mndu_qm78,red,frc2227,frc3294,frc2977,59,5,12,2,27,12,0,0,Win
2022mndu,2022mndu_qm79,blue,frc2501,frc4230,frc2526,38,-19,12,0,10,-10,4,-4,Loss
2022mndu,2022mndu_qm79,red,frc4741,frc4009,frc2506,57,19,12,0,20,10,8,4,Win
2022mndu,2022mndu_qm8,blue,frc4607,frc2264,frc93,79,60,14,8,15,9,0,-4,Win
2022mndu,2022mndu_qm8,red,frc4238,frc5143,frc2506,19,-60,6,-8,6,-9,4,4,Loss
2022mndu,2022mndu_qm80,blue,frc5253,frc7068,frc2175,62,-18,10,-16,20,-2,20,20,Loss
2022mndu,2022mndu_qm80,red,frc4511,frc876,frc5690,80,18,26,16,22,2,0,-20,Win
2022mndu,2022mndu_qm81,blue,frc7048,frc5125,frc6574,23,5,6,0,15,15,0,-12,Win
2022mndu,2022mndu_qm81,red,frc6047,frc4238,frc3291,18,-5,6,0,0,-15,12,12,Loss
2022mndu,2022mndu_qm82,blue,frc2861,frc6146,frc4656,56,-8,8,-6,36,6,4,4,Loss
2022mndu,2022mndu_qm82,red,frc4607,frc2503,frc2531,64,8,14,6,30,-6,0,-4,Win
2022mndu,2022mndu_qm83,blue,frc3134,frc3102,frc7797,66,30,16,6,27,15,4,0,Win
2022mndu,2022mndu_qm83,red,frc5143,frc6318,frc5826,36,-30,10,-6,12,-15,4,0,Loss
2022mndu,2022mndu_qm84,blue,frc1732,frc5847,frc3122,81,28,32,16,25,13,0,0,Win
2022mndu,2022mndu_qm84,red,frc6160,frc2052,frc7893,53,-28,16,-16,12,-13,0,0,Loss
2022mndu,2022mndu_qm85,blue,frc3058,frc4674,frc8836,26,-27,8,2,6,-10,4,4,Loss
2022mndu,2022mndu_qm85,red,frc2239,frc4728,frc167,53,27,6,-2,16,10,0,-4,Win
2022mndu,2022mndu_qm86,blue,frc3740,frc4181,frc2227,58,-17,14,-4,21,-6,0,-4,Loss
2022mndu,2022mndu_qm86,red,frc5348,frc5653,frc5464,75,17,18,4,27,6,4,4,Win
2022mndu,2022mndu_qm87,blue,frc6217,frc1675,frc3276,62,21,18,0,21,15,0,-4,Win
2022mndu,2022mndu_qm87,red,frc3275,frc93,frc3197,41,-21,18,0,6,-15,4,4,Loss
2022mndu,2022mndu_qm9,blue,frc8836,frc3197,frc2526,50,-9,6,-12,10,-11,16,16,Loss
2022mndu,2022mndu_qm9,red,frc4181,frc1732,frc3291,59,9,18,12,21,11,0,-16,Win
2022mndu,2022mndu_sf1m1,blue,frc5847,frc5690,frc3197,73,-34,16,-18,27,2,4,4,Loss
2022mndu,2022mndu_sf1m1,red,frc2052,frc1732,frc2531,107,34,34,18,25,-2,0,-4,Win
2022mndu,2022mndu_sf1m2,blue,frc5847,frc5690,frc3197,71,5,24,-6,27,13,4,4,Win
2022mndu,2022mndu_sf1m2,red,frc2052,frc1732,frc2531,66,-5,30,6,14,-13,0,-4,Loss
2022mndu,2022mndu_sf1m3,blue,frc5847,frc5690,frc3197,44,-30,16,-10,16,0,0,0,Loss
2022mndu,2022mndu_sf1m3,red,frc2052,frc1732,frc2531,74,30,26,10,16,0,0,0,Win
2022mndu,2022mndu_sf2m1,blue,frc4728,frc167,frc5348,74,20,22,4,21,6,12,8,Win
2022mndu,2022mndu_sf2m1,red,frc876,frc4607,frc2239,54,-20,18,-4,15,-6,4,-8,Loss
2022mndu,2022mndu_sf2m2,blue,frc4728,frc167,frc5348,61,-15,18,-4,27,2,0,-4,Loss
2022mndu,2022mndu_sf2m2,red,frc876,frc4607,frc2239,76,15,22,4,25,-2,4,4,Win
2022mndu,2022mndu_sf2m3,blue,frc4728,frc167,frc5348,53,-14,18,4,21,0,0,-8,Loss
2022mndu,2022mndu_sf2m3,red,frc876,frc4607,frc2239,67,14,14,-4,21,0,8,8,Win
2022mndu2,2022mndu2_f1m1,blue,frc3883,frc2847,frc1816,46,-54,12,-14,12,-9,0,-4,Loss
2022mndu2,2022mndu2_f1m1,red,frc5913,frc5172,frc2502,100,54,26,14,21,9,4,4,Win
2022mndu2,2022mndu2_f1m2,blue,frc3883,frc2847,frc1816,57,-42,10,-24,21,6,4,0,Loss
2022mndu2,2022mndu2_f1m2,red,frc5913,frc5172,frc2502,99,42,34,24,15,-6,4,0,Win
2022mndu2,2022mndu2_qf1m1,blue,frc3297,frc2491,frc2846,38,-53,18,-12,6,-9,0,-4,Loss
2022mndu2,2022mndu2_qf1m1,red,frc5913,frc5172,frc2502,91,53,30,12,15,9,4,4,Win
2022mndu2,2022mndu2_qf1m2,blue,frc3297,frc2491,frc2846,52,-53,16,-14,16,-5,4,4,Loss
2022mndu2,2022mndu2_qf1m2,red,frc5913,frc5172,frc2502,105,53,30,14,21,5,0,-4,Win
2022mndu2,2022mndu2_qf2m1,blue,frc4593,frc2470,frc5232,40,-34,14,-16,12,2,0,-12,Loss
2022mndu2,2022mndu2_qf2m1,red,frc1259,frc930,frc2129,74,34,30,16,10,-2,12,12,Win
2022mndu2,2022mndu2_qf2m2,blue,frc4593,frc2470,frc5232,64,20,16,2,30,14,0,0,Win
2022mndu2,2022mndu2_qf2m2,red,frc1259,frc930,frc2129,44,-20,14,-2,16,-14,0,0,Loss
2022mndu2,2022mndu2_qf2m3,blue,frc4593,frc2470,frc5232,54,-5,16,-2,27,8,0,-8,Loss
2022mndu2,2022mndu2_qf2m3,red,frc1259,frc930,frc2129,59,5,18,2,19,-8,8,8,Win
2022mndu2,2022mndu2_qf3m1,blue,frc3023,frc4786,frc4663,49,-17,14,-12,26,5,0,-4,Loss
2022mndu2,2022mndu2_qf3m1,red,frc2823,frc7021,frc4226,66,17,26,12,21,-5,4,4,Win
2022mndu2,2022mndu2_qf3m2,blue,frc3023,frc4786,frc4663,57,5,12,-12,36,26,8,8,Win
2022mndu2,2022mndu2_qf3m2,red,frc2823,frc7021,frc4226,52,-5,24,12,10,-26,0,-8,Loss
2022mndu2,2022mndu2_qf3m3,blue,frc3023,frc4786,frc4663,60,-9,10,-6,36,9,0,0,Loss
2022mndu2,2022mndu2_qf3m3,red,frc2823,frc7021,frc4226,69,9,16,6,27,-9,0,0,Win
2022mndu2,2022mndu2_qf4m1,blue,frc7530,frc3042,frc4859,50,-18,14,2,16,-15,8,8,Loss
2022mndu2,2022mndu2_qf4m1,red,frc3883,frc2847,frc1816,68,18,12,-2,31,15,0,-8,Win
2022mndu2,2022mndu2_qf4m2,blue,frc7530,frc3042,frc4859,28,-41,6,-4,12,-24,0,-4,Loss
2022mndu2,2022mndu2_qf4m2,red,frc3883,frc2847,frc1816,69,41,10,4,36,24,4,4,Win
2022mndu2,2022mndu2_qm1,blue,frc967,frc537,frc3298,11,-15,2,-2,0,-15,0,0,Loss
2022mndu2,2022mndu2_qm1,red,frc2846,frc6044,frc5232,26,15,4,2,15,15,0,0,Win
2022mndu2,2022mndu2_qm10,blue,frc2512,frc5232,frc4593,53,37,8,0,21,21,4,0,Win
2022mndu2,2022mndu2_qm10,red,frc6044,frc4703,frc5720,16,-37,8,0,0,-21,4,0,Loss
2022mndu2,2022mndu2_qm11,blue,frc537,frc4182,frc3926,24,-30,6,-4,0,-16,8,0,Loss
2022mndu2,2022mndu2_qm11,red,frc967,frc3883,frc2847,54,30,10,4,16,16,8,0,Win
2022mndu2,2022mndu2_qm12,blue,frc2823,frc7530,frc2470,59,28,14,10,27,12,8,8,Win
2022mndu2,2022mndu2_qm12,red,frc4786,frc3298,frc2987,31,-28,4,-10,15,-12,0,-8,Loss
2022mndu2,2022mndu2_qm13,blue,frc4226,frc930,frc7021,75,53,20,10,21,9,0,0,Win
2022mndu2,2022mndu2_qm13,red,frc6758,frc2129,frc4166,22,-53,10,-10,12,-9,0,0,Loss
2022mndu2,2022mndu2_qm14,blue,frc2511,frc4239,frc8372,17,-44,6,-10,6,-21,0,-4,Loss
2022mndu2,2022mndu2_qm14,red,frc6132,frc3023,frc1792,61,44,16,10,27,21,4,4,Win
2022mndu2,2022mndu2_qm15,blue,frc1816,frc2499,frc3755,16,-27,4,-8,4,-12,8,8,Loss
2022mndu2,2022mndu2_qm15,red,frc3297,frc2491,frc2177,43,27,12,8,16,12,0,-8,Win
2022mndu2,2022mndu2_qm16,blue,frc5913,frc2502,frc2846,61,1,20,2,6,-15,12,12,Win
2022mndu2,2022mndu2_qm16,red,frc4859,frc5172,frc3042,60,-1,18,-2,21,15,0,-12,Loss
2022mndu2,2022mndu2_qm17,blue,frc3212,frc6147,frc1714,14,-8,6,-2,0,-6,8,8,Loss
2022mndu2,2022mndu2_qm17,red,frc4778,frc3100,frc1259,22,8,8,2,6,6,0,-8,Win
2022mndu2,2022mndu2_qm18,blue,frc4663,frc3054,frc2987,34,2,6,-2,10,0,8,8,Win
2022mndu2,2022mndu2_qm18,red,frc7578,frc4623,frc4226,32,-2,8,2,10,0,0,-8,Loss
2022mndu2,2022mndu2_qm19,blue,frc3883,frc4624,frc6044,36,-15,10,-8,16,-5,0,0,Loss
2022mndu2,2022mndu2_qm19,red,frc4786,frc930,frc4239,51,15,18,8,21,5,0,0,Win
2022mndu2,2022mndu2_qm2,blue,frc2823,frc7021,frc4859,65,47,8,2,21,15,0,0,Win
2022mndu2,2022mndu2_qm2,red,frc3926,frc2512,frc7530,18,-47,6,-2,6,-15,0,0,Loss
2022mndu2,2022mndu2_qm20,blue,frc2129,frc5720,frc6132,27,-12,10,-4,6,-4,0,0,Loss
2022mndu2,2022mndu2_qm20,red,frc2499,frc3297,frc537,39,12,14,4,10,4,0,0,Win
2022mndu2,2022mndu2_qm21,blue,frc2177,frc6758,frc5913,49,-17,22,12,6,-15,0,0,Loss
2022mndu2,2022mndu2_qm21,red,frc3023,frc3298,frc2847,66,17,10,-12,21,15,0,0,Win
2022mndu2,2022mndu2_qm22,blue,frc4166,frc3926,frc4859,12,-24,10,0,0,-15,0,-4,Loss
2022mndu2,2022mndu2_qm22,red,frc2470,frc3212,frc1259,36,24,10,0,15,15,4,4,Win
2022mndu2,2022mndu2_qm23,blue,frc2846,frc4663,frc2512,16,1,2,-2,12,6,0,0,Win
2022mndu2,2022mndu2_qm23,red,frc3755,frc1714,frc2502,15,-1,4,2,6,-6,0,0,Loss
2022mndu2,2022mndu2_qm24,blue,frc3054,frc2511,frc6147,21,-61,6,-16,6,-19,0,-4,Loss
2022mndu2,2022mndu2_qm24,red,frc4703,frc967,frc7021,82,61,22,16,25,19,4,4,Win
2022mndu2,2022mndu2_qm25,blue,frc8372,frc3100,frc4623,18,-71,8,-10,6,-19,4,0,Loss
2022mndu2,2022mndu2_qm25,red,frc5172,frc4593,frc2823,89,71,18,10,25,19,4,0,Win
2022mndu2,2022mndu2_qm26,blue,frc5232,frc4182,frc7530,34,-6,10,-2,16,0,0,-4,Loss
2022mndu2,2022mndu2_qm26,red,frc1792,frc7578,frc1816,40,6,12,2,16,0,4,4,Win
2022mndu2,2022mndu2_qm27,blue,frc4239,frc537,frc4778,26,-32,6,-6,0,-27,4,4,Loss
2022mndu2,2022mndu2_qm27,red,frc2491,frc3042,frc2470,58,32,12,6,27,27,0,-4,Win
2022mndu2,2022mndu2_qm28,blue,frc5913,frc3212,frc3023,58,27,20,10,15,15,0,0,Win
2022mndu2,2022mndu2_qm28,red,frc4226,frc6132,frc6044,31,-27,10,-10,0,-15,0,0,Loss
2022mndu2,2022mndu2_qm29,blue,frc2499,frc1259,frc2512,41,-15,4,-4,16,-20,0,0,Loss
2022mndu2,2022mndu2_qm29,red,frc4786,frc6758,frc4663,56,15,8,4,36,20,0,0,Win
2022mndu2,2022mndu2_qm3,blue,frc3883,frc1714,frc4226,61,10,8,-4,21,1,0,0,Win
2022mndu2,2022mndu2_qm3,red,frc4593,frc4623,frc1792,51,-10,12,4,20,-1,0,0,Loss
2022mndu2,2022mndu2_qm30,blue,frc1714,frc4859,frc4624,25,-11,4,-8,6,-6,0,0,Loss
2022mndu2,2022mndu2_qm30,red,frc6147,frc2987,frc2177,36,11,12,8,12,6,0,0,Win
2022mndu2,2022mndu2_qm31,blue,frc3298,frc2823,frc3755,40,12,14,8,10,4,4,4,Win
2022mndu2,2022mndu2_qm31,red,frc3054,frc2129,frc4182,28,-12,6,-8,6,-4,0,-4,Loss
2022mndu2,2022mndu2_qm32,blue,frc3297,frc7530,frc930,53,-8,4,-12,35,35,0,-8,Loss
2022mndu2,2022mndu2_qm32,red,frc3100,frc4703,frc5172,61,8,16,12,0,-35,8,8,Win
2022mndu2,2022mndu2_qm33,blue,frc3042,frc4778,frc1816,48,4,14,2,20,14,0,0,Win
2022mndu2,2022mndu2_qm33,red,frc5232,frc8372,frc7021,44,-4,12,-2,6,-14,0,0,Loss
2022mndu2,2022mndu2_qm34,blue,frc2502,frc2491,frc3883,51,22,10,-2,21,21,0,0,Win
2022mndu2,2022mndu2_qm34,red,frc2511,frc4166,frc967,29,-22,12,2,0,-21,0,0,Loss
2022mndu2,2022mndu2_qm35,blue,frc5720,frc2846,frc7578,18,-32,6,-6,6,0,4,0,Loss
2022mndu2,2022mndu2_qm35,red,frc4623,frc2847,frc3926,50,32,12,6,6,0,4,0,Win
2022mndu2,2022mndu2_qm36,blue,frc1792,frc4786,frc3755,43,-42,6,-16,21,-4,0,-4,Loss
2022mndu2,2022mndu2_qm36,red,frc4593,frc6147,frc5913,85,42,22,16,25,4,4,4,Win
2022mndu2,2022mndu2_qm37,blue,frc6132,frc3297,frc3054,43,-13,10,-2,16,-20,0,0,Loss
2022mndu2,2022mndu2_qm37,red,frc6758,frc2470,frc1714,56,13,12,2,36,20,0,0,Win
2022mndu2,2022mndu2_qm38,blue,frc5172,frc2177,frc5232,45,3,6,-6,10,0,4,-4,Win
2022mndu2,2022mndu2_qm38,red,frc2512,frc4239,frc4226,42,-3,12,6,10,0,8,4,Loss
2022mndu2,2022mndu2_qm39,blue,frc1816,frc4624,frc3100,18,-5,8,4,10,-5,0,0,Loss
2022mndu2,2022mndu2_qm39,red,frc3883,frc3298,frc4859,23,5,4,-4,15,5,0,0,Win
2022mndu2,2022mndu2_qm4,blue,frc3100,frc5720,frc4182,49,5,10,-12,21,21,8,8,Win
2022mndu2,2022mndu2_qm4,red,frc4624,frc2502,frc4663,44,-5,22,12,0,-21,0,-8,Loss
2022mndu2,2022mndu2_qm40,blue,frc4663,frc3023,frc930,39,24,12,8,12,12,4,0,Win
2022mndu2,2022mndu2_qm40,red,frc4778,frc2846,frc967,15,-24,4,-8,0,-12,4,0,Loss
2022mndu2,2022mndu2_qm41,blue,frc4182,frc2987,frc4623,37,-25,12,0,10,-6,0,0,Loss
2022mndu2,2022mndu2_qm41,red,frc7021,frc2511,frc3212,62,25,12,0,16,6,0,0,Win
2022mndu2,2022mndu2_qm42,blue,frc4703,frc1792,frc3042,40,-3,12,-4,12,-3,0,0,Loss
2022mndu2,2022mndu2_qm42,red,frc5720,frc4166,frc2823,43,3,16,4,15,3,0,0,Win
2022mndu2,2022mndu2_qm43,blue,frc4593,frc2502,frc7578,40,1,8,-6,6,-6,0,0,Win
2022mndu2,2022mndu2_qm43,red,frc537,frc1259,frc2129,39,-1,14,6,12,6,0,0,Loss
2022mndu2,2022mndu2_qm44,blue,frc7530,frc6044,frc8372,23,-1,8,-2,15,15,0,0,Loss
2022mndu2,2022mndu2_qm44,red,frc3926,frc2499,frc2491,24,1,10,2,0,-15,0,0,Win
2022mndu2,2022mndu2_qm45,blue,frc2847,frc4226,frc5913,89,38,34,18,21,-6,0,-4,Win
2022mndu2,2022mndu2_qm45,red,frc2512,frc3100,frc2470,51,-38,16,-18,27,6,4,4,Loss
2022mndu2,2022mndu2_qm46,blue,frc4239,frc3297,frc4623,40,-5,10,0,14,-7,0,0,Loss
2022mndu2,2022mndu2_qm46,red,frc4182,frc930,frc6147,45,5,10,0,21,7,0,0,Win
2022mndu2,2022mndu2_qm47,blue,frc4624,frc3212,frc6758,43,-2,8,0,21,5,0,-4,Loss
2022mndu2,2022mndu2_qm47,red,frc2823,frc1816,frc967,45,2,8,0,16,-5,4,4,Win
2022mndu2,2022mndu2_qm48,blue,frc2846,frc2987,frc2129,20,-30,4,-12,6,-15,0,-4,Loss
2022mndu2,2022mndu2_qm48,red,frc1792,frc1259,frc3883,50,30,16,12,21,15,4,4,Win
2022mndu2,2022mndu2_qm49,blue,frc2491,frc5232,frc4663,49,-22,10,-10,25,0,0,0,Loss
2022mndu2,2022mndu2_qm49,red,frc7021,frc4593,frc3023,71,22,20,10,25,0,0,0,Win
2022mndu2,2022mndu2_qm5,blue,frc6758,frc2847,frc5172,64,39,16,10,21,15,0,-8,Win
2022mndu2,2022mndu2_qm5,red,frc6147,frc4703,frc2491,25,-39,6,-10,6,-15,8,8,Loss
2022mndu2,2022mndu2_qm50,blue,frc2847,frc4166,frc7530,43,15,12,6,21,15,0,-8,Win
2022mndu2,2022mndu2_qm50,red,frc6044,frc3054,frc1714,28,-15,6,-6,6,-15,8,8,Loss
2022mndu2,2022mndu2_qm51,blue,frc3298,frc4778,frc6132,21,-41,4,-12,6,-4,0,0,Loss
2022mndu2,2022mndu2_qm51,red,frc5720,frc5172,frc3926,62,41,16,12,10,4,0,0,Win
2022mndu2,2022mndu2_qm52,blue,frc3755,frc8372,frc2177,26,-34,8,-10,6,-15,4,4,Loss
2022mndu2,2022mndu2_qm52,red,frc2502,frc3042,frc4786,60,34,18,10,21,15,0,-4,Win
2022mndu2,2022mndu2_qm53,blue,frc4703,frc2511,frc2499,27,5,8,-2,6,6,8,8,Win
2022mndu2,2022mndu2_qm53,red,frc4859,frc7578,frc537,22,-5,10,2,0,-6,0,-8,Loss
2022mndu2,2022mndu2_qm54,blue,frc2987,frc4226,frc2823,76,-15,18,-2,15,-1,0,-12,Loss
2022mndu2,2022mndu2_qm54,red,frc930,frc5913,frc2491,91,15,20,2,16,1,12,12,Win
2022mndu2,2022mndu2_qm55,blue,frc4166,frc4593,frc3297,41,-8,6,-4,6,-15,8,4,Loss
2022mndu2,2022mndu2_qm55,red,frc3023,frc4624,frc2846,49,8,10,4,21,15,4,-4,Win
2022mndu2,2022mndu2_qm56,blue,frc1259,frc5172,frc6044,76,17,18,0,20,-1,0,0,Win
2022mndu2,2022mndu2_qm56,red,frc2470,frc7021,frc4182,59,-17,18,0,21,1,0,0,Loss
2022mndu2,2022mndu2_qm57,blue,frc967,frc4623,frc2129,28,-23,10,-4,10,-11,4,0,Loss
2022mndu2,2022mndu2_qm57,red,frc7530,frc2177,frc4778,51,23,14,4,21,11,4,0,Win
2022mndu2,2022mndu2_qm58,blue,frc8372,frc3883,frc4703,41,15,10,6,22,7,0,0,Win
2022mndu2,2022mndu2_qm58,red,frc3298,frc4663,frc3212,26,-15,4,-6,15,-7,0,0,Loss
2022mndu2,2022mndu2_qm59,blue,frc6132,frc7578,frc2511,28,-1,10,-2,12,6,0,0,Loss
2022mndu2,2022mndu2_qm59,red,frc3042,frc2512,frc6147,29,1,12,2,6,-6,0,0,Win
2022mndu2,2022mndu2_qm6,blue,frc4786,frc2177,frc7578,42,28,4,0,20,14,4,4,Win
2022mndu2,2022mndu2_qm6,red,frc3212,frc6132,frc4166,14,-28,4,0,6,-14,0,-4,Loss
2022mndu2,2022mndu2_qm60,blue,frc3926,frc3755,frc3100,33,-8,10,6,20,-10,0,0,Loss
2022mndu2,2022mndu2_qm60,red,frc5232,frc6758,frc4239,41,8,4,-6,30,10,0,0,Win
2022mndu2,2022mndu2_qm61,blue,frc2499,frc4859,frc2502,20,-22,8,-6,6,-6,0,0,Loss
2022mndu2,2022mndu2_qm61,red,frc3054,frc2847,frc1792,42,22,14,6,12,6,0,0,Win
2022mndu2,2022mndu2_qm62,blue,frc1816,frc4786,frc5172,75,47,10,0,25,19,8,8,Win
2022mndu2,2022mndu2_qm62,red,frc1714,frc537,frc5720,28,-47,10,0,6,-19,0,-8,Loss
2022mndu2,2022mndu2_qm63,blue,frc2177,frc2470,frc4703,39,-5,10,0,21,9,4,-4,Loss
2022mndu2,2022mndu2_qm63,red,frc4182,frc2846,frc8372,44,5,10,0,12,-9,8,4,Win
2022mndu2,2022mndu2_qm64,blue,frc1259,frc2491,frc4166,33,-18,8,-10,12,-7,4,4,Loss
2022mndu2,2022mndu2_qm64,red,frc4623,frc5913,frc3298,51,18,18,10,19,7,0,-4,Win
2022mndu2,2022mndu2_qm65,blue,frc7578,frc6044,frc4778,22,-18,6,-2,6,-21,4,0,Loss
2022mndu2,2022mndu2_qm65,red,frc3297,frc3755,frc6758,40,18,8,2,27,21,4,0,Win
2022mndu2,2022mndu2_qm66,blue,frc3100,frc967,frc4593,45,12,14,10,15,5,4,4,Win
2022mndu2,2022mndu2_qm66,red,frc2987,frc2499,frc6132,33,-12,4,-10,10,-5,0,-4,Loss
2022mndu2,2022mndu2_qm67,blue,frc537,frc1792,frc3212,25,-7,12,-2,0,-6,0,0,Loss
2022mndu2,2022mndu2_qm67,red,frc930,frc4624,frc2512,32,7,14,2,6,6,0,0,Win
2022mndu2,2022mndu2_qm68,blue,frc6147,frc3023,frc5720,26,-14,8,2,15,-15,0,0,Loss
2022mndu2,2022mndu2_qm68,red,frc7530,frc3883,frc3054,40,14,6,-2,30,15,0,0,Win
2022mndu2,2022mndu2_qm69,blue,frc2129,frc1714,frc4786,40,-3,10,-2,25,4,0,0,Loss
2022mndu2,2022mndu2_qm69,red,frc4859,frc5232,frc2511,43,3,12,2,21,-4,0,0,Win
2022mndu2,2022mndu2_qm7,blue,frc2987,frc2470,frc1816,45,21,16,10,15,0,4,4,Win
2022mndu2,2022mndu2_qm7,red,frc2129,frc3755,frc3023,24,-21,6,-10,15,0,0,-4,Loss
2022mndu2,2022mndu2_qm70,blue,frc3042,frc2823,frc4239,36,-12,10,4,6,-24,0,-4,Loss
2022mndu2,2022mndu2_qm70,red,frc4663,frc1816,frc2847,48,12,6,-4,30,24,4,4,Win
2022mndu2,2022mndu2_qm71,blue,frc7021,frc3926,frc3298,57,17,16,6,16,0,0,-4,Win
2022mndu2,2022mndu2_qm71,red,frc2502,frc4226,frc3297,40,-17,10,-6,16,0,4,4,Loss
2022mndu2,2022mndu2_qm72,blue,frc4166,frc2512,frc537,17,-15,8,-4,0,-6,0,0,Loss
2022mndu2,2022mndu2_qm72,red,frc4778,frc8372,frc2987,32,15,12,4,6,6,0,0,Win
2022mndu2,2022mndu2_qm73,blue,frc4624,frc6132,frc1259,38,-1,8,0,6,-21,0,-4,Loss
2022mndu2,2022mndu2_qm73,red,frc3755,frc7530,frc4703,39,1,8,0,27,21,4,4,Win
2022mndu2,2022mndu2_qm74,blue,frc3023,frc967,frc6758,40,-12,12,0,21,6,0,-8,Loss
2022mndu2,2022mndu2_qm74,red,frc4623,frc4859,frc4786,52,12,12,0,15,-6,8,8,Win
2022mndu2,2022mndu2_qm75,blue,frc6044,frc4663,frc3100,52,17,14,0,30,24,0,-4,Win
2022mndu2,2022mndu2_qm75,red,frc2177,frc1792,frc2511,35,-17,14,0,6,-24,4,4,Loss
2022mndu2,2022mndu2_qm76,blue,frc2491,frc4239,frc2846,35,25,8,2,15,15,0,0,Win
2022mndu2,2022mndu2_qm76,red,frc3212,frc5720,frc3054,10,-25,6,-2,0,-15,0,0,Loss
2022mndu2,2022mndu2_qm77,blue,frc5913,frc4182,frc3042,70,12,20,10,21,5,0,-8,Win
2022mndu2,2022mndu2_qm77,red,frc1714,frc3926,frc4593,58,-12,10,-10,16,-5,8,8,Loss
2022mndu2,2022mndu2_qm78,blue,frc5172,frc7021,frc3883,100,55,18,12,24,4,0,-4,Win
2022mndu2,2022mndu2_qm78,red,frc7578,frc2823,frc2499,45,-55,6,-12,20,-4,4,4,Loss
2022mndu2,2022mndu2_qm79,blue,frc2470,frc6147,frc2502,58,17,20,8,30,24,0,0,Win
2022mndu2,2022mndu2_qm79,red,frc930,frc1816,frc5232,41,-17,12,-8,6,-24,0,0,Loss
2022mndu2,2022mndu2_qm8,blue,frc1259,frc3054,frc930,37,7,6,0,21,15,4,0,Win
2022mndu2,2022mndu2_qm8,red,frc8372,frc3042,frc3297,30,-7,6,0,6,-15,4,0,Loss
2022mndu2,2022mndu2_qm80,blue,frc2847,frc4786,frc6132,43,-1,14,0,21,11,0,0,Loss
2022mndu2,2022mndu2_qm80,red,frc4226,frc2129,frc4624,44,1,14,0,10,-11,0,0,Win
2022mndu2,2022mndu2_qm9,blue,frc2511,frc4778,frc4624,34,-9,10,-4,6,0,0,0,Loss
2022mndu2,2022mndu2_qm9,red,frc4239,frc5913,frc2499,43,9,14,4,6,0,0,0,Win
2022mndu2,2022mndu2_sf1m1,blue,frc1259,frc930,frc2129,54,-37,12,-14,31,10,0,-4,Loss
2022mndu2,2022mndu2_sf1m1,red,frc5913,frc5172,frc2502,91,37,26,14,21,-10,4,4,Win
2022mndu2,2022mndu2_sf1m2,blue,frc1259,frc930,frc2129,43,-47,8,-20,25,15,0,-4,Loss
2022mndu2,2022mndu2_sf1m2,red,frc5913,frc5172,frc2502,90,47,28,20,10,-15,4,4,Win
2022mndu2,2022mndu2_sf2m1,blue,frc3883,frc2847,frc1816,80,5,12,-10,36,11,0,0,Win
2022mndu2,2022mndu2_sf2m1,red,frc2823,frc7021,frc4226,75,-5,22,10,25,-11,0,0,Loss
2022mndu2,2022mndu2_sf2m2,blue,frc3883,frc2847,frc1816,64,13,16,-2,25,9,4,0,Win
2022mndu2,2022mndu2_sf2m2,red,frc2823,frc7021,frc4226,51,-13,18,2,16,-9,4,0,Loss
2022nhgrs,2022nhgrs_f1m1,blue,frc3467,frc95,frc151,88,-21,22,-8,30,5,4,-8,Loss
2022nhgrs,2022nhgrs_f1m1,red,frc6328,frc7407,frc1729,109,21,30,8,25,-5,12,8,Win
